"","NO.SHOES","REACH","WEIGHT","WINGSPAN","WING.DIFF","X3.4.SPRINT","STD.VERT","MAX.VERT","TRB","STL","FG.","eFG.","TS.","PER","TRB.","BLK.","USG.","ORtg","DRtg","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
"394",0.0411767724001762,-0.401161064823932,1.233557360079,0.993504777157301,1.44002580067625,0.245075451301068,0.58180622694678,1.01388479563455,1.7,0.2,0.358,0.43,0.462,8.5,9,1,16.5,96,103,-0.2,1.6,1.4,0.059,-2.5,0.1,-2.4,-0.1
"395",0.232895824695399,0.134948555675558,1.50982468947931,0.269120308511707,0.110483663968816,0.922441386579595,0.58180622694678,0.27070979430041,2.4,0.5,0.343,0.431,0.46,7.6,7.3,1,17.7,92,107,-1.1,1.9,0.9,0.021,-3.4,-0.6,-3.9,-1
"397",0.137036298547788,-1.20532549557317,0.74732686033447,-0.0528283442196685,-0.252118736951395,-0.238757359612165,2.46984529067006,2.35159979803601,2.8,0.3,0.443,0.537,0.555,11.2,9.1,1.5,13.2,114,108,4.5,5.6,10.1,0.109,-0.9,0.5,-0.4,1.8
"398",0.616333929285844,0.000921150550685453,-1.1423416727636,0.591068961243082,0.110483663968816,0.728908262214301,-0.104753432588958,0.567979794834067,1.6,0.7,0.419,0.485,0.51,7.7,5.2,0.8,11.2,103,109,0.5,3.8,4.2,0.061,-3.6,0.8,-2.8,-0.7
"401",-1.68429469825683,-1.47338030582291,-1.44071038851593,-1.98452026060792,-0.856456071818412,-1.20642298143863,-0.96295300700863,-0.918370207834219,1.3,0.6,0.454,0.547,0.568,16.6,5.3,0.3,23.3,109,106,4.9,3.7,8.6,0.127,1.6,0.1,1.6,3
"405",-2.35531138129011,-2.27754473657215,-1.35230484310783,-1.90403309742508,0.110483663968816,-0.916123294890696,0.925086056714649,0.716614795100896,1.5,0.8,0.341,0.388,0.419,9.9,6,0.6,15.7,91,106,-1.4,2.1,0.8,0.018,-3.3,0.6,-2.7,-0.4
"407",-1.30085659366638,-1.07129809044829,-1.24179791134771,-1.34062295514517,-0.372986203924798,1.50304075967548,-1.99279249631224,-1.51291020890153,1.8,0.3,0.463,0.55,0.561,12.3,6.5,0.2,19.5,109,113,2.1,1.8,3.9,0.074,-0.8,-1.5,-2.3,-0.2
"408",1.28735061231912,1.20716779667454,0.636819928574349,0.591068961243082,-0.735588604845008,0.051542326935774,1.09672597159858,-0.472465207033734,2.3,0.4,0.452,0.481,0.501,11.1,11.3,1.1,18.6,95,107,-0.2,1.6,1.4,0.032,-2.1,-0.6,-2.7,-0.4
"409",-0.629839910633103,-0.80324328019855,-0.910277116067348,-1.26013579196233,-1.09819100576522,0.438608575666362,-0.276393347472892,-0.769735207567391,3.1,0.8,0.449,0.459,0.533,16.7,7.1,0.2,21.9,108,111,11.3,4.2,15.5,0.091,0.7,-0.9,-0.3,3.6
"410",-0.533980384485492,-0.937270685323422,0.581566462694288,-0.616238486499575,-0.252118736951395,0.051542326935774,0.58180622694678,0.567979794834067,2.4,0.7,0.414,0.471,0.521,13.1,5.3,0.7,21.6,104,112,6.1,4.2,10.3,0.056,-0.3,-1,-1.3,1.6
"411",-0.342261332190269,0.80508558129992,-0.0262216619863787,0.832530450791613,1.68176073462306,-1.10965641925599,0.753446141830715,-0.472465207033734,2,0.7,0.431,0.499,0.528,12.9,5.9,0.9,24.6,99,111,0.4,3.2,3.6,0.035,-0.8,-0.9,-1.7,0.4
"412",0.0411767724001762,0.134948555675558,-0.158829980098524,-0.374776996951044,-0.614721137871605,-0.14199079742952,-0.791313092124695,-0.621100207300562,1.1,0.4,0.337,0.424,0.432,5.9,5.4,1.5,14.5,88,111,-1.5,0.9,-0.6,-0.017,-3.7,-1,-4.7,-1.2
"413",1.19149108617151,1.34119520179941,-0.191982059626561,1.23496626670583,0.352218597915622,0.632141700031656,0.410166312062846,0.419344794567238,2.6,0.4,0.4,0.472,0.491,10.7,6.9,1.9,19.2,99,107,1.3,6.4,7.7,0.049,-0.9,-0.6,-1.5,1
"414",-1.30085659366638,-1.07129809044829,-0.55665493443496,-1.5820844446937,-0.735588604845008,0.245075451301068,0.0668864822949769,1.16251979590138,2,0.5,0.408,0.447,0.47,11,6.2,0.8,17.8,100,110,0.7,1.4,2.1,0.035,-1.7,-0.9,-2.6,-0.4
"415",-1.58843517210922,-0.669215875073677,-0.114627207394475,-1.26013579196233,0.110483663968816,-1.59348923016922,-0.448033262356827,-0.769735207567391,3.4,1.4,0.41,0.448,0.493,14.1,5.8,0.5,21.1,102,108,6,12.9,19,0.065,-0.2,-0.2,-0.4,5.4
"416",0.808052981581067,0.403003365925303,-0.0925258210424508,0.188633145328863,-0.735588604845008,0.82567482439695,0.238526397178911,0.122074794033581,1.9,0.4,0.448,0.558,0.571,11.6,6.4,0.6,14.3,113,109,3.7,3,6.7,0.095,-0.4,0.1,-0.2,1.5
"418",-0.150542279895047,0.671058176175048,-0.1367285937465,0.349607471694551,0.714820998835832,-1.49672266798658,0.410166312062846,0.122074794033581,2.6,0.5,0.46,0.537,0.562,14.5,7.5,0.3,18.8,112,114,5.4,0.6,6,0.081,0.9,-1.8,-0.9,1
"420",1.38321013846674,0.671058176175048,1.18935458737495,1.23496626670583,0.110483663968816,-0.722590170525402,0.925086056714649,0.716614795100896,5.8,0.9,0.481,0.5,0.567,17,9.6,0.9,21.9,110,101,21.9,17.7,39.6,0.154,1.3,0.5,1.8,11.8
"422",1.38321013846674,0.403003365925303,0.913087257974652,0.108145982146019,-1.58166087365883,1.79334044622342,-0.96295300700863,-1.81018020943519,2.7,0.3,0.418,0.487,0.514,9.6,10.6,0.6,12.3,110,111,1.3,0.7,1.9,0.066,-2.2,-0.9,-3.1,-0.4
"424",0.32875535084301,0.80508558129992,0.139538735653803,0.591068961243082,0.473086064889026,-1.59348923016922,0.58180622694678,0.716614795100896,2,0.5,0.422,0.485,0.51,11.9,7.5,1.7,18.7,104,109,2.5,3.7,6.2,0.064,-1.1,-0.5,-1.6,0.5
"425",1.38321013846674,0.671058176175048,0.371603292350057,0.108145982146019,-1.58166087365883,1.50304075967548,-0.448033262356827,-0.0265602062332476,2.8,0.8,0.422,0.502,0.538,13.2,6,0.6,21.3,108,110,8.7,7.3,16,0.088,-0.2,-0.3,-0.5,3.3
